town,submarket_or_compound,listings,median_price,median_price_per_sqm,property_types
Hay El Maadi,Street 9,4,5125000.0,51010.10101010101,1
Nasr City,Makram Ebeid St.,4,5750000.0,29951.07176141659,1
New Cairo City,Zizinia St.,4,4450000.0,29583.333333333336,1
6 October City,FLW,4,4066500.0,30893.829067372753,1
New Cairo City,Al Andalus Family,4,2775000.0,18783.333333333336,1
New Cairo City,2/2,4,4975000.0,25846.828609986507,1
New Cairo City,Katameya Residence,4,31000000.0,88809.52380952382,3
Shorouk City,Cleopatra Palace,4,8687500.0,46486.48648648649,2
Heliopolis - Masr El Gedida,Al Hegaz St.,4,6225000.0,31413.04347826087,1
Nasr City,Al Hadiqah Al Dawliyah,4,5350000.0,30819.256756756757,1
6 October City,Dar Masr 6 October,4,3500000.0,29961.53846153846,1
Mostakbal City - Future City,The City of Odyssia,4,4579200.0,28939.12238325282,1
Sheikh Zayed City,Sama Zayed,4,21750000.0,72380.95238095238,1
6 October City,Abha,4,8050000.0,34534.331550250514,3
Mokattam,Fountain Side,4,14250000.0,87807.88177339901,1
Mokattam,Golf Side,4,12087500.0,92600.74334898278,1
Shorouk City,2nd Neighborhood,4,3750000.0,20040.257648953302,1
Mostakbal City - Future City,IL Bosco City,4,7913500.0,52081.50498921251,2
Sheikh Zayed City,Elora,4,7249999.5,41182.69549304296,3
Sheikh Zayed City,De Joya,4,4300000.0,15636.363636363636,1
6 October City,Hay El Ashgar,4,4268000.0,33483.1853645413,1
6 October City,Green IV,4,14500000.0,78956.90696737816,2
Al Alamein,Marina 2,4,7750000.0,77916.66666666667,2
Al Ain Al Sokhna,La Vista 7,4,11100000.0,77333.33333333334,1
Sheikh Zayed City,Lake West 2,4,10400000.0,49848.90770216857,2
Al Ain Al Sokhna,La Vista 3,4,8212500.0,57783.15946348733,2
Hay Sharq,Grand View,4,9149000.0,49719.78021978022,1
Sheikh Zayed City,Lake West 4,4,12500000.0,64406.43560634539,3
6 October City,Hood 8 Side St.,4,14145000.0,51300.90909090909,3
6 October City,Boulevard Road,4,13026373.0,79645.46596596597,2
Marsa Matrouh,Unknown,3,1936000.0,42326.086956521736,1
Mokattam,Al Mokattam El Katameya Road,3,2275000.0,17500.0,1
Markaz Al Hamam,Bungalows North Coast,3,1999999.0,13698.623287671233,1
Hay El Maadi,Tijan,3,4500000.0,31034.48275862069,1
Mostakbal City - Future City,The Wonder Marq,3,10150000.0,48798.07692307692,2
Hay Sharq,Abdel Moneim Al Dalel St.,3,6500000.0,34210.52631578947,1
Mostakbal City - Future City,La Mirada El Mostakbal,3,16400000.0,48571.42857142857,2
Mostakbal City - Future City,Red,3,16140972.0,82000.0,2
Mostakbal City - Future City,The Butterfly,3,6500000.0,120000.0,2
Mokattam,Reyna,3,77500000.0,205479.45205479453,1
New Cairo City,Al Katameya Plaza,3,11500000.0,71875.0,1
New Cairo City,Al Diyar,3,70000000.0,70833.33333333333,2
Hay Sharq,Mohamed Fawzy Moaz St.,3,21000000.0,54200.54200542005,2
Hay Sharq,Kerdahy St.,3,8200000.0,41000.0,1
Hay Sharq,El Riada School St.,3,5000000.0,35238.09523809524,1
New Cairo City,Al Narges 8,3,11999999.0,33333.330555555556,2
Nasr City,Gardenia City Compound Nasr City,3,5500000.0,45833.333333333336,1
New Cairo City,Al Narges 3,3,11000000.0,36666.666666666664,2
Sheikh Zayed City,Bel Air Villas,3,29000000.0,102836.87943262412,3
6 October City,Royal Hills,3,47000000.0,67142.85714285714,2
Al Alamein,Marina 4,3,10000000.0,80000.0,2
Sheikh Zayed City,Al Mostakbal,3,2150000.0,30714.285714285714,1
Al Ain Al Sokhna,La Vista 5,3,7000000.0,63636.36363636364,1
6 October City,Palm Villa,3,3000000.0,8571.42857142857,1
Sheikh Zayed City,Dar Misr   Phase 2,3,4600000.0,35384.61538461538,1
6 October City,Waslet Dahshur Road,3,15720000.0,43425.414364640885,2
Markaz Al Hamam,Unknown,3,6500000.0,44000.0,2
Hurghada,Al Dau Heights,3,4236000.0,70000.0,1
Heliopolis - Masr El Gedida,Al Thawra St.,3,9500000.0,39583.333333333336,1
Heliopolis - Masr El Gedida,Almaza St.,3,4535000.0,44900.9900990099,1
Sheikh Zayed City,Moon Land,3,6500000.0,31707.317073170732,2
Sheikh Zayed City,Q-Hills,3,2000000.0,15000.0,2
6 October City,City View,3,19000000.0,64171.1229946524,3
6 October City,Astoria Park,3,4800000.0,23645.320197044333,1
Sheikh Zayed City,Lac ville,3,8250000.0,59770.11494252874,2
6 October City,Hood 7 Side St.,3,14108000.0,51300.0,2
6 October City,October Hills,3,32000000.0,36363.63636363636,1
New Cairo City,Golden Heights,3,30000000.0,55232.558139534885,1
6 October City,Beta Greens,3,4840000.0,35000.0,1
Hay El Maadi,Street 213,3,18000000.0,43010.75268817204,2
Hay El Maadi,Bavaria Town,3,6500000.0,29545.454545454544,1
Hay El Maadi,Degla View,3,4700000.0,20512.82051282051,2
Hay El Maadi,El Laselky,3,5750000.0,24444.44,1
New Cairo City,Mostafa Kamel Axis,3,7750000.0,35416.666666666664,1
New Cairo City,Notion New Cairo,3,6549000.0,55500.0,2
6 October City,Tesla Residence,3,3493140.0,30888.198757763974,1
New Capital City,City Oval,3,4224000.0,34200.0,1
New Cairo City,Rehab City Second Phase,3,5950000.0,64044.94382022472,2
New Cairo City,Seasons Residence,3,58000000.0,137500.0,1
New Cairo City,Palm East,3,6183750.0,63750.0,2
New Capital City,Havana Hills,3,4350000.0,29000.0,1
New Capital City,ION,3,6749179.0,32565.57207207207,1
New Capital City,Rivan,3,8133333.0,66666.66393442624,1
Ras Sedr,Paradise Ras Sudr,3,5500000.0,40740.74074074074,1
Al Ain Al Sokhna,Golf Bay Porto,3,1700000.0,28333.333333333332,1
New Cairo City,Valencia Valley,3,4494000.0,42857.142857142855,1
6 October City,Gardina Sun,3,3590000.0,23933.333333333332,1
Hay El Maadi,Street 198,3,6500000.0,31382.978723404256,1
Sheikh Zayed City,Sheikh Zayed Desert Road,3,8900000.0,39090.90909090909,3
6 October City,Diar 2,3,4620000.0,22361.11111111111,1
Sheikh Zayed City,Street 10,3,5100000.0,41414.14141414141,1
Shorouk City,VIVENS El Shorouk,3,18500000.0,55059.52380952381,1
Hay Sharq,Victor Ammanuel Square,3,6000000.0,36666.666666666664,1
Hurghada,Makadi Resort,3,6460000.0,66597.93814432989,1
Sheikh Zayed City,VAHA by Alkarma Developments,3,4500000.0,18145.16129032258,1
6 October City,Central Axis,3,3850000.0,22781.065088757397,1
6 October City,Brix,3,5400000.0,19708.029197080294,1
6 October City,Al Murooj,3,6200000.0,35428.57142857143,1
Hurghada,The View,3,7357350.0,80850.0,1
6 October City,Jiran Residence,3,4495000.0,31666.666666666668,1
Hay Sharq,Valore Smouha,3,9108000.0,46739.13043478261,1
Sheikh Zayed City,Isola Villas,2,10150000.0,35068.3207479324,1
New Cairo City,SAA'DA,2,4750000.0,73261.39088729017,1
6 October City,Princess,2,18500000.0,34715.686274509804,1
6 October City,Green Hills,2,35000000.0,74976.01918465228,1
Hay El Manial,Abd Al Aziz Aal Seoud St.,2,26051500.5,83826.83536436754,1
Hay Sharq,Abo Qir St.,2,3250000.0,26547.619047619046,1
Hay Masr El Kadima,Hilton Cairo Nile Maadi,2,14000000.0,100434.78260869565,1
New Cairo City,El Banafseg 10,2,6200000.0,28852.81385281385,1
New Cairo City,Riverton,2,16500000.0,81283.01886792452,2
New Cairo City,River Walk,2,32250000.0,50573.97959183673,1
New Cairo City,Rehab City Third Phase,2,6050000.0,52883.406662476424,1
6 October City,Hood 4 Side St.,2,6700000.0,63500.0,1
6 October City,Hood 2 St.,2,15125000.0,56641.29668780832,2
6 October City,Ramo Compound,2,4900000.0,32666.666666666668,1
Sheikh Zayed City,Street 13,2,7500000.0,45454.545454545456,1
Hay Awal El Montazah,Mahmoud Al Essawy St.,2,4025000.0,22140.151515151516,1
Hurghada,1st Avenue North Side,2,5087500.0,62861.41304347826,1
Heliopolis - Masr El Gedida,Valore El-Thawra,2,8400000.0,37178.57142857143,1
Heliopolis - Masr El Gedida,Sour Dar Al Defaa El Gawy St.,2,3770000.0,29000.0,1
Hay El Maadi,Darna,2,3950000.0,24100.0,1
New Cairo City,Rehab City Fifth Phase,2,5100000.0,56666.66666666667,1
New Cairo City,Al Amn Al Aam Compound,2,26625000.0,67219.29061037971,2
Hay Sharq,14th of May Bridge Road,2,6550000.0,42952.0697167756,1
Hay Sharq,Nady Smouha Al Riyadi St.,2,4825000.0,34242.957746478874,1
6 October City,Wadi Al Nakhil,2,9750000.0,26388.88888888889,1
6 October City,Al Hay Al Thalith St.,2,3100000.0,20666.666666666668,1
Hay Sharq,14th of May Bridge,2,6650000.0,36944.444444444445,1
New Cairo City,Central Park,2,43500000.0,87000.0,1
Sheikh Zayed City,Continental Residence,2,21500000.0,80192.92604501608,2
Sheikh Zayed City,Continental Gardens,2,16750000.0,65046.727214606726,2
Hay Sharq,Abdel Salam Aref St.,2,6650000.0,28026.923076923078,1
6 October City,Doctor Kamal Hamdi St.,2,3400000.0,24074.074074074073,1
Al Ain Al Sokhna,Bella Romance,2,5021000.0,68448.07692307692,1
Hurghada,Palm Hills,2,6722245.0,79113.24468085106,1
Sheikh Zayed City,Al Diplomaseen,2,28000000.0,33174.60317460318,2
Hay Sharq,Al Fath St.,2,3600000.0,23238.095238095237,1
New Cairo City,El Banafseg 11,2,8250000.0,37500.0,1
New Cairo City,El Banafseg 2,2,6450000.0,31488.095238095237,1
6 October City,Swan Lake October,2,14150000.0,63568.38905775076,2
El Nozha,Ammar Ibn Yasser St.,2,7575000.0,33592.682926829264,1
Hurghada,Mubarak 6,2,10050000.0,25350.877192982458,2
El Nozha,Heliopolis Square,2,4475000.0,36607.142857142855,1
New Cairo City,District 4,2,6050000.0,41285.94432942259,1
6 October City,Utopia,2,16750000.0,38884.46215139442,1
6 October City,31WEST,2,5250000.0,23009.077878643096,2
6 October City,Tiba Gardens,2,4253500.0,26959.09090909091,1
Hay El Maadi,Masaken Nerco St.,2,4950000.0,31634.146341463413,1
Hay El Maadi,Grand City,2,4850000.0,32333.333333333332,1
Hurghada,The Grand Resort,2,3690000.0,44000.0,1
10th of Ramadan City,Unknown,2,2000000.0,10122.282608695652,1
Hurghada,West Gulf,2,14900000.0,442045.45454545453,2
El Nozha,Unknown,2,5800000.0,25803.571428571428,1
Hurghada,Stella Makadi Gardens,2,19000000.0,110969.12432878977,2
New Cairo City,The Waterway Villas,2,46000000.0,95760.86956521739,2
New Cairo City,The Mornings,2,7750000.0,70454.54545454546,1
Hurghada,Fanadir Bay,2,42250000.0,151785.7142857143,2
6 October City,Al Nabatat St.,2,8400000.0,28000.0,1
New Cairo City,El Banafseg 1,2,11750000.0,31111.11111111111,2
Ras Al Hekma,Furl Jefaira,2,14250000.0,62904.858299595144,2
Hurghada,Selena Bay Resort,2,4820000.0,59623.655913978495,1
Al Ain Al Sokhna,Panorama,2,2325000.0,23842.105263157893,1
New Cairo City,Midtown East,2,14558598.5,47733.109836065574,1
North Coast Resorts,Unknown,2,12515337.5,98680.66287878787,2
New Cairo City,Gamal Abdel Nasser Axis,2,5155000.0,26862.06896551724,1
New Heliopolis,Korba Heights,2,4100000.0,23577.235772357722,2
New Cairo City,Gardenia Springs,2,20325000.0,41722.22222222222,2
New Cairo City,Zizinia Gardens,2,21175000.0,46956.10687022901,2
New Cairo City,Hayati Residence,2,9700000.0,54554.848966613674,1
New Cairo City,W Signature By Waterway,2,11640797.5,68779.41185795816,1
New Cairo City,El Banafseg 6,2,8875000.0,42215.90909090909,1
New Cairo City,El Banafseg 7,2,7250000.0,29020.979020979023,1
New Cairo City,Villino,2,20750000.0,66831.76019085158,1
New Cairo City,El Yasmeen 7,2,31400000.0,37127.551020408166,2
Sheikh Zayed City,Montania,2,18372687.5,62738.884320175435,1
Mostakbal City - Future City,Monark,2,8223150.0,49981.96581196581,1
Sheikh Zayed City,Lake West 3,2,8690000.0,105883.97790055249,2
Mostakbal City - Future City,Rosail City,2,5675000.0,40535.71428571429,1
New Capital City,Entrada,2,7279200.0,46646.360153256705,1
New Capital City,Elite Park,2,7864800.0,34215.79831932773,1
Mostakbal City - Future City,The Ridge,2,13501500.0,53685.54970972424,2
Heliopolis - Masr El Gedida,Abou Bakr Al Sedeek St.,2,5400000.0,31515.151515151512,1
New Capital City,La Capitale,2,6608250.0,38171.25,1
6 October City,Dara Gardens,2,15000000.0,59204.44033302498,1
Hurghada,Azzurra Resort,2,12500000.0,108552.51993891058,1
New Capital City,Menorca,2,4950000.0,45000.0,1
Garden City,Unknown,2,140250000.0,124098.41075794621,2
Ganoub El Giza,Morad  St.,2,7500000.0,38461.53846153846,1
Hay Sharq,Mohamed Bahaa Al Din Al Ghouri St.,2,13000000.0,34722.22222222222,2
Shorouk City,Granda Life,2,5600000.0,37121.21212121212,1
Shorouk City,Divina Gardens,2,13250000.0,49237.58865248227,2
Hay Sharq,Vee Muruj,2,21750000.0,83028.78631392177,2
El Nozha,Abdel Hamid Badawy St.,2,6125000.0,44444.44444444444,2
Hay Sharq,Tout Ankh Amoun St.,2,5750000.0,30729.166666666668,1
Hay Sharq,Valore Antoniades,2,5750000.0,35937.5,1
6 October City,Garana,2,52500000.0,52500.0,1
Marsa Alam,Oriental Coast,2,3575000.0,57930.67226890757,1
6 October City,Hood 6 Side St.,2,4475000.0,12210.39577994575,1
Mokattam,Alba Aliyah,2,44290000.0,157069.66178697627,1
Hay Sharq,New Smouha,2,6500000.0,31178.193286776303,2
Nasr City,Abdel Gawad Salem St.,2,7750000.0,23030.303030303032,1
Sheikh Zayed City,Jewar,2,6800000.0,57834.2844759084,1
Nasr City,Al Tayaran St.,2,6250000.0,32670.454545454544,1
6 October City,Lavida Al Bustan,2,8850000.0,36365.079365079364,2
6 October City,Kenz,2,5171500.0,33031.23973727422,1
Hay Than El Montazah,El Asafra Bahary,2,3450000.0,24738.186462324396,1
6 October City,Jubail,2,50800000.0,145142.85714285716,1
Nasr City,Abbas Al Akkad St.,2,9500000.0,38405.79710144928,1
Sheikh Zayed City,Montania Park,2,13614500.0,45668.30974095003,2
Sheikh Zayed City,Kanaria,2,5750000.0,26136.363636363632,1
Hay Sharq,Al Hilton St.,2,4250000.0,26136.363636363636,1
Hay El Maadi,7th Sector,2,6000000.0,32957.95795795796,1
Heliopolis - Masr El Gedida,Omar Ibn Al Khattab St.,2,12500000.0,40104.16666666667,1
New Capital City,De Joya,2,9741500.0,49233.16020646981,2
6 October City,Degla Gardens,2,3350000.0,25962.423312883435,1
Nasr City,Hassan Ma'moon St.,2,7150000.0,26875.0,1
New Cairo City,Al Sadat Axis,2,7750000.0,36093.07359307359,1
New Cairo City,Al Shabab St.,2,5000050.0,30030.400400400402,1
Hay Wasat,Al Geish Road,2,9250000.0,63793.10344827586,1
Hay Sharq,Albert Al Awal St.,2,13432917.5,55786.11957905775,1
Hay Al Amereyah,Unknown,2,8900000.0,23674.242424242424,2
Heliopolis - Masr El Gedida,Al Nozha St.,2,28000000.0,63392.857142857145,2
Hay Sharq,Al Nasr St.,2,3025000.0,23414.814814814818,1
Hay El Haram,Mariouteya Corridor,2,2150000.0,12222.222222222223,1
Heliopolis - Masr El Gedida,Hassan Sadek St.,2,11500000.0,39400.584795321636,1
Hay Sharq,Ibn Hokal St.,2,7125000.0,40590.11164274322,1
Hurghada,Grand Gate,2,2846000.0,37000.0,1
Hay Sharq,Kamal Eldin Salah St.,2,4425000.0,29780.355936021628,1
New Cairo City,Al Narges 1,2,6125000.0,29369.91869918699,1
6 October City,Aqmar,2,3150000.0,29416.666666666664,1
Hay Sharq,Khalil Mutran St.,2,4250000.0,29086.53846153846,1
New Cairo City,Area A,2,46500000.0,50833.333333333336,1
Heliopolis - Masr El Gedida,Al Merghany St.,2,11950000.0,30787.52642706131,1
Hurghada,Hurghada Hub,2,3242000.0,45264.36781609195,1
Hurghada,Grand Rock,2,3590000.0,54393.93939393939,1
Obour City,Al Obour Road,1,3142168.0,19887.13924050633,1
New Capital City,Suli Golf Residence,1,3657500.0,35168.269230769234,1
El Nozha,Al Shaheed Mostafa Shams El Deen St.,1,5000000.0,16666.666666666668,1
El Nozha,Ocean Blue Heliopolis,1,12000000.0,63829.78723404255,1
Hay El Maadi,Al Forsan City,1,2950000.0,24583.333333333332,1
New Capital City,The Capital Way,1,20800000.0,115555.55555555556,1
New Capital City,The Curve,1,9750000.0,34210.52631578947,1
El Nozha,Mohamed Kamel Hussein St.,1,4800000.0,22857.14285714286,1
El Nozha,Mahmoud Esmat Hamdy St.,1,8000000.0,38647.342995169085,1
El Nozha,Fareed Semeika St.,1,8500000.0,37777.77777777778,1
Sheikh Zayed City,T- Peral,1,20000000.0,83333.33333333333,1
New Capital City,The City,1,10000000.0,58823.529411764706,1
Sheikh Zayed City,Street 16,1,6250000.0,31250.0,1
6 October City,Yasmine compound,1,9500000.0,38000.0,1
Sheikh Zayed City,205,1,6319000.0,22648.745519713262,1
New Capital City,Ravie,1,3411360.0,25843.636363636364,1
6 October City,Gamal Abdel Nasser Axis,1,4500000.0,20361.990950226245,1
Obour City,High City,1,3200000.0,29090.909090909092,1
New Capital City,Pukka,1,5000000.0,44642.857142857145,1
Obour City,ORO Obour Compound,1,17000000.0,56291.39072847682,1
New Capital City,Moraya,1,4940000.0,27752.808988764045,1
Obour City,Okarida,1,3500000.0,24822.695035460994,1
New Capital City,Midtown Solo,1,30000000.0,37500.0,1
Obour City,Al Zohor St.,1,4415000.0,10034.09090909091,1
New Capital City,Midtown,1,25000000.0,83333.33333333333,1
Qesm Borg El Arab,Unknown,1,1300000.0,13684.21052631579,1
Ras Al Hekma,Ayla Jefaira,1,4000000.0,35714.28571428572,1
New Capital City,Tycoon Tower,1,13000000.0,206349.20634920636,1
6 October City,Beta Golf Residences,1,5650000.0,35312.5,1
El Nozha,Valore,1,2761292.0,18912.95890410959,1
New Capital City,Yaru new capital Compound,1,4000000.0,24844.72049689441,1
New Damietta,Unknown,1,5200000.0,26000.0,1
Sheikh Zayed City,The Gate Plaza Mall,1,3660000.0,30500.0,1
Hay El Maadi,50th Street,1,3800000.0,18095.238095238095,1
Hay El Maadi,6th Sector,1,8250000.0,48529.41176470588,1
New Heliopolis,Unknown,1,25000000.0,34153.00546448088,1
Al Ain Al Sokhna,La Vista 2,1,11550000.0,82500.0,1
New Capital City,Venia,1,8168580.0,38898.0,1
New Capital City,The Loft,1,6133508.0,36292.94674556213,1
New Mansoura,Unknown,1,5400000.0,41221.37404580152,1
Obour City,Al Mosheer Ahmed Ismail St.   El Obour Road,1,6500000.0,32500.0,1
Hay El Haram,Tersa Bridge,1,3000000.0,15000.0,1
Hurghada,Arabia Azur Resort,1,6231859.0,58241.67289719626,1
Shorouk City,Calimera,1,19000000.0,47500.0,1
Shorouk City,Andalusia,1,45000000.0,58139.53488372093,1
Heliopolis - Masr El Gedida,Al Nozha Bridge,1,4535000.0,44900.9900990099,1
Heliopolis - Masr El Gedida,Al Merghany Bridge,1,15750000.0,15750.0,1
6 October City,First Heights,1,29000000.0,87878.78787878787,1
Heliopolis - Masr El Gedida,Ahmed Al Shedyaq St.,1,12500000.0,30864.197530864196,1
Shorouk City,Panorama Al Shorouk,1,6000000.0,26086.956521739132,1
Shorouk City,Palm Island,1,5320000.0,32839.50617283951,1
El Nozha,Adly Kafafi St.,1,5750000.0,28750.0,1
Heliopolis - Masr El Gedida,Nabil Al Wakkad St.,1,3300000.0,27500.0,1
Shorouk City,Green Valley,1,14500000.0,34688.995215311006,1
Heliopolis - Masr El Gedida,Al Sayed Al Marghany St.,1,12500000.0,41666.666666666664,1
Heliopolis - Masr El Gedida,Al Orouba St.,1,14000000.0,29166.666666666668,1
10th of Ramadan City,Neighborhood 1,1,1450000.0,9062.5,1
Hurghada,Al Andalous Residence,1,6630000.0,66300.0,1
Hurghada,Abu Tig Marina,1,19500000.0,156000.0,1
Heliopolis - Masr El Gedida,Salah Al Din St.,1,6650000.0,31666.666666666668,1
6 October City,Ahmed Samy St.,1,4800000.0,28235.29411764706,1
6 October City,Neighborhood F,1,2550000.0,14571.42857142857,1
Shorouk City,Palencia Al Shorouk,1,7672020.0,46497.09090909091,1
6 October City,Italian Square,1,3990000.0,23750.0,1
6 October City,Isola,1,3012000.0,26654.867256637168,1
6 October City,Ishraqa,1,5800000.0,31351.35135135135,1
6 October City,Horus Compound,1,1700000.0,25000.0,1
6 October City,Le Jardin,1,6200000.0,18787.878787878788,1
6 October City,Lake Dream,1,10000000.0,29761.904761904763,1
6 October City,Junction,1,1200000.0,20000.0,1
Sheikh Zayed City,Menorca Zayed,1,3200000.0,64000.0,1
Sheikh Zayed City,Mar Ville,1,2500000.0,20833.333333333332,1
Shorouk City,French University Square,1,40000000.0,50000.0,1
Sheikh Zayed City,Zayed Greens Compound,1,15000000.0,300000.0,1
Shorouk City,3rd Neighborhood,1,3500000.0,17948.71794871795,1
Shorouk City,Al Hayah Residence,1,23000000.0,24390.243902439026,1
Shorouk City,Al Shorouk 2000,1,2900000.0,24166.666666666668,1
6 October City,Concordia,1,33000000.0,47142.857142857145,1
Shorouk City,Al Shorouk Road,1,4300000.0,11944.444444444445,1
Shorouk City,Al Shorouk Springs,1,25000000.0,55555.555555555555,1
Sheikh Zayed City,One 16,1,14800000.0,98666.66666666667,1
6 October City,Belong Villa Community,1,13200000.0,55696.20253164557,1
Shorouk City,Granda,1,8700000.0,45789.47368421053,1
Sheikh Zayed City,Zayard North Strike,1,16000000.0,52459.016393442624,1
6 October City,Al Thawra El Khadra,1,6100000.0,58095.23809523809,1
6 October City,Al Yasmine Greenland,1,30000000.0,37500.0,1
Sheikh Zayed City,Z4 Mall Janna Zayed,1,4600000.0,35384.61538461538,1
Sheikh Zayed City,Arkan Plaza,1,8000000.0,228571.42857142858,1
Sheikh Zayed City,Al Shabab St.,1,5600000.0,33532.934131736525,1
Sheikh Zayed City,Zayard,1,13000000.0,33333.333333333336,1
Sheikh Zayed City,Al Mohandes Ahmed Kamal Hamdy St.,1,5200000.0,25365.853658536584,1
Sheikh Zayed City,Al Guezira 4,1,21500000.0,71428.57142857143,1
Al Alamein,Marina 6,1,24000000.0,109090.90909090909,1
6 October City,National Project For Housing Fourth Region,1,1250000.0,13888.888888888889,1
6 October City,Street 11,1,1380000.0,13800.0,1
6 October City,Smart Village,1,2000000.0,10000.0,1
6 October City,Saba Residence,1,3609400.0,25598.58156028369,1
6 October City,River Residence,1,4342000.0,26000.0,1
Sheikh Zayed City,Belleville,1,23000000.0,47422.68041237113,1
6 October City,6th of October University Library St,1,29000000.0,193333.33333333334,1
6 October City,The Second Urban Area Road,1,3400000.0,22666.666666666668,1
6 October City,The Axis,1,5335000.0,28227.513227513227,1
6 October City,Tala,1,3100000.0,22794.117647058825,1
6 October City,Taawoniat Road,1,4000000.0,38095.23809523809,1
Sheikh Zayed City,Zayard Elite,1,16000000.0,52459.016393442624,1
6 October City,West Dunes,1,13500000.0,64285.71428571428,1
6 October City,West Courts,1,3000000.0,35294.117647058825,1
6 October City,Al Fardous City,1,3200000.0,16842.105263157893,1
6 October City,Vida Residence,1,2342000.0,23897.95918367347,1
6 October City,Rayhana Compound,1,20000000.0,52631.57894736842,1
6 October City,Park Valley Layan,1,7500000.0,28846.153846153848,1
6 October City,Al Megawra Al Sabaa St.,1,9000000.0,42857.142857142855,1
Sheikh Zayed City,IRA New Zayed,1,19500000.0,36448.59813084112,1
Sheikh Zayed City,Green Plaza 1,1,1000000.0,7142.857142857143,1
Al Ain Al Sokhna,Mountain View Al Sokhna 2,1,7000000.0,56000.0,1
6 October City,Al Mehwar Al Markazi,1,5500000.0,22000.0,1
Sheikh Zayed City,Doctor Ali Lotfy St.,1,3700000.0,29600.0,1
6 October City,Hood 3 St.,1,4000000.0,80000.0,1
6 October City,Hood 18 Side St.,1,7500000.0,28846.153846153848,1
6 October City,Hood 17 Side St.,1,7000000.0,19886.363636363636,1
6 October City,Green Ville,1,7000000.0,34825.87064676617,1
6 October City,Al Reem Residence,1,25000000.0,58004.640371229696,1
6 October City,Al Safwa,1,45000000.0,60810.81081081081,1
Al Alamein,Beachfront Towers,1,39600000.0,172925.76419213973,1
Al Ain Al Sokhna,Pyramids,1,3200000.0,33684.21052631579,1
Sheikh Zayed City,Etman St.,1,7500000.0,34090.90909090909,1
Nasr City,Nabil Khalil St.,1,4300000.0,21500.0,1
Nasr City,Masaken Zahraa Nasr City St.,1,2199999.0,25882.34117647059,1
Hurghada,Majra Hurghada,1,4556000.0,68000.0,1
Hay Sharq,Mostafa Maher St.,1,8500000.0,35416.666666666664,1
New Cairo City,Ahmed Moharam St.,1,6000000.0,30000.0,1
New Cairo City,Abo Mousa Al Ashaari St.,1,6800000.0,30909.090909090908,1
Nasr City,True,1,3500000.0,31818.18181818182,1
Nasr City,Omarat Al Saudeya St.,1,4200000.0,28000.0,1
Nasr City,Omarat Al Madfaaia St.,1,6000000.0,37500.0,1
New Cairo City,Al Narges 7,1,7000000.0,37837.83783783784,1
Hay El Maadi,Street 253,1,8000000.0,53333.333333333336,1
New Cairo City,Al Narges 4,1,45000000.0,64285.71428571428,1
Hurghada,Hayat Beach Front,1,2775000.0,75000.0,1
Hurghada,Hurghada Marina,1,9400000.0,58750.0,1
New Cairo City,Al masrawya,1,7200000.0,48000.0,1
New Cairo City,Al Yasmeen Square,1,8000000.0,21052.63157894737,1
Hay Than El Montazah,Unknown,1,2600000.0,26000.0,1
Hay Sharq,Al Kazino St.,1,2250000.0,22500.0,1
Hay Sharq,Al Horreya Road,1,6500000.0,43333.333333333336,1
Hay Sharq,Al Hedaya Mosque St.,1,10500000.0,47727.27272727273,1
Nasr City,Hosny Ahmed Khalaf,1,4000000.0,26666.666666666668,1
Hay Wasat,Abd Al Moaty Al Khail St.,1,4300000.0,33076.92307692308,1
New Cairo City,Al Narges 5,1,6200000.0,17714.285714285714,1
Hurghada,Jaz Makadina,1,14000000.0,80000.0,1
New Cairo City,Avelin,1,5100000.0,70833.33333333333,1
New Cairo City,Area E,1,7800000.0,39000.0,1
Hay El Maadi,Thirteenth Sector,1,6000000.0,27906.976744186046,1
Hurghada,Joubal Lagoon,1,27000000.0,108000.0,1
Hay El Maadi,Street 75,1,4500000.0,29032.25806451613,1
Hay El Maadi,Street 292,1,8000000.0,30188.67924528302,1
Hay El Maadi,Street 291,1,3500000.0,18918.91891891892,1
Hay El Maadi,Street 275,1,7000000.0,29166.666666666668,1
Hay El Maadi,Street 265,1,8000000.0,26666.666666666668,1
Nasr City,Nagy Essa Al Tahawy St.,1,4500000.0,28125.0,1
Hay Masr El Kadima,Abd Al Khaliq Saber Square,1,1250000.0,17857.14285714286,1
Hay Helwan,Helwan El-Balad,1,7000000.0,26923.076923076922,1
Hay El Zaytoun,Kobri Al Helmiya St.,1,1550000.0,12916.666666666666,1
Hay El Manial,Al Manial St.,1,17000000.0,121428.57142857143,1
Hurghada,Kafr Downtown,1,17600000.0,160000.0,1
Hay Sharq,Abo Egela St.,1,4000000.0,26666.666666666668,1
Hurghada,Lavanda Beach,1,5304000.0,52000.0,1
Hay Sharq,Abd Al Fattah El Taweel St.,1,4300000.0,24571.428571428572,1
Hay Masr El Kadima,Reve Du Nil,1,9061000.0,226525.0,1
Nasr City,Omar Ibn Al Khattab St.,1,5500000.0,29729.72972972973,1
Nasr City,Omar Hefny St.,1,4300000.0,20476.190476190477,1
Hay Masr El Kadima,Al Fostat St.,1,6500000.0,50000.0,1
Mostakbal City - Future City,Talda,1,12941000.0,47058.181818181816,1
Hay Than El Montazah,Al Geish Road,1,6700000.0,26800.0,1
Hay Than El Montazah,Corniche Al Maamoura,1,4650000.0,26420.454545454544,1
